accession,length,source_database,fragments
A0A060M4W8,222,unreviewed,"[{""start"": 5, ""end"": 97}]"
A0A060MZY4,365,unreviewed,"[{""start"": 3, ""end"": 243}]"
A0A060NG80,328,unreviewed,"[{""start"": 3, ""end"": 257}]"
A0A060NGF2,377,unreviewed,"[{""start"": 8, ""end"": 201}]"
A0A060NJN6,316,unreviewed,"[{""start"": 113, ""end"": 242}]"
A0A060NJZ2,302,unreviewed,"[{""start"": 29, ""end"": 218}]"
A0A060NK10,315,unreviewed,"[{""start"": 4, ""end"": 204}]"
A0A060NP23,324,unreviewed,"[{""start"": 14, ""end"": 254}]"
A0A060NRG2,315,unreviewed,"[{""start"": 4, ""end"": 205}]"
A0A060NTB3,377,unreviewed,"[{""start"": 8, ""end"": 204}]"
A0A060NTB8,349,unreviewed,"[{""start"": 36, ""end"": 257}]"
A0A060NX47,320,unreviewed,"[{""start"": 8, ""end"": 249}]"
A0A060PLE3,308,unreviewed,"[{""start"": 3, ""end"": 242}]"
A0A060PW90,330,unreviewed,"[{""start"": 13, ""end"": 254}]"
A0A060PYE5,344,unreviewed,"[{""start"": 4, ""end"": 269}]"
A0A060Q0J6,310,unreviewed,"[{""start"": 5, ""end"": 238}]"
A0A060QGE5,311,unreviewed,"[{""start"": 6, ""end"": 214}]"
A0A060QIQ8,333,unreviewed,"[{""start"": 6, ""end"": 232}]"
A0A060QIV6,329,unreviewed,"[{""start"": 4, ""end"": 251}]"
A0A060QK10,328,unreviewed,"[{""start"": 3, ""end"": 207}]"
A0A060QLI8,326,unreviewed,"[{""start"": 2, ""end"": 247}]"
A0A060QM01,325,unreviewed,"[{""start"": 3, ""end"": 249}]"
A0A060QMM3,284,unreviewed,"[{""start"": 8, ""end"": 220}]"
A0A060QMM4,275,unreviewed,"[{""start"": 8, ""end"": 220}]"
A0A060QMN0,284,unreviewed,"[{""start"": 8, ""end"": 220}]"
A0A060QMP2,285,unreviewed,"[{""start"": 8, ""end"": 220}]"
A0A060QMP3,275,unreviewed,"[{""start"": 8, ""end"": 220}]"
A0A060QPL2,286,unreviewed,"[{""start"": 8, ""end"": 220}]"
A0A060QPL5,284,unreviewed,"[{""start"": 8, ""end"": 220}]"
A0A060R7U6,311,unreviewed,"[{""start"": 4, ""end"": 222}]"
A0A060R7X0,320,unreviewed,"[{""start"": 4, ""end"": 228}]"
A0A060R8Z0,368,unreviewed,"[{""start"": 6, ""end"": 181}]"
A0A060RAT4,368,unreviewed,"[{""start"": 6, ""end"": 181}]"
A0A060RB24,324,unreviewed,"[{""start"": 6, ""end"": 244}]"
A0A060REA6,316,unreviewed,"[{""start"": 2, ""end"": 207}]"
A0A060REP9,354,unreviewed,"[{""start"": 7, ""end"": 267}]"
A0A060RGG3,332,unreviewed,"[{""start"": 3, ""end"": 254}]"
A0A060RHX5,195,unreviewed,"[{""start"": 8, ""end"": 114}]"
A0A060RYK3,344,unreviewed,"[{""start"": 6, ""end"": 249}]"
A0A060S2L1,371,unreviewed,"[{""start"": 7, ""end"": 278}]"
A0A060S3S7,352,unreviewed,"[{""start"": 9, ""end"": 271}]"
A0A060S5J1,339,unreviewed,"[{""start"": 9, ""end"": 259}]"
A0A060S9K9,265,unreviewed,"[{""start"": 9, ""end"": 230}]"
A0A060S9L3,342,unreviewed,"[{""start"": 9, ""end"": 262}]"
A0A060S9W6,394,unreviewed,"[{""start"": 120, ""end"": 252}]"
A0A060S9X0,342,unreviewed,"[{""start"": 9, ""end"": 269}]"
A0A060SDY0,374,unreviewed,"[{""start"": 10, ""end"": 290}]"
A0A060SI51,1963,unreviewed,"[{""start"": 35, ""end"": 274}]"
A0A060SIJ1,265,unreviewed,"[{""start"": 6, ""end"": 187}]"
A0A060SJ14,318,unreviewed,"[{""start"": 3, ""end"": 90}, {""start"": 119, ""end"": 210}]"
A0A060SJX8,335,unreviewed,"[{""start"": 6, ""end"": 239}]"
A0A060SL18,356,unreviewed,"[{""start"": 10, ""end"": 271}]"
A0A060SUM3,341,unreviewed,"[{""start"": 10, ""end"": 270}]"
A0A060SUU2,325,unreviewed,"[{""start"": 4, ""end"": 244}]"
A0A060SYB8,344,unreviewed,"[{""start"": 4, ""end"": 258}]"
A0A060SZD8,355,unreviewed,"[{""start"": 7, ""end"": 148}]"
A0A060T0Z3,346,unreviewed,"[{""start"": 3, ""end"": 256}]"
A0A060T4V0,346,unreviewed,"[{""start"": 3, ""end"": 256}]"
A0A060T5F8,346,unreviewed,"[{""start"": 3, ""end"": 254}]"
A0A060T5T6,322,unreviewed,"[{""start"": 3, ""end"": 208}]"
A0A060T6G6,336,unreviewed,"[{""start"": 5, ""end"": 239}]"
A0A060TDF1,296,unreviewed,"[{""start"": 3, ""end"": 209}]"
A0A060TF62,270,unreviewed,"[{""start"": 5, ""end"": 70}]"
A0A060TGH0,432,unreviewed,"[{""start"": 60, ""end"": 175}]"
A0A060THL5,377,unreviewed,"[{""start"": 57, ""end"": 170}]"
A0A060UNY5,329,unreviewed,"[{""start"": 3, ""end"": 239}]"
A0A060URR5,348,unreviewed,"[{""start"": 6, ""end"": 235}]"
A0A060URV8,320,unreviewed,"[{""start"": 3, ""end"": 230}]"
A0A060US90,393,unreviewed,"[{""start"": 3, ""end"": 291}]"
A0A060UTV9,337,unreviewed,"[{""start"": 5, ""end"": 235}]"
A0A060UU82,334,unreviewed,"[{""start"": 6, ""end"": 237}]"
A0A060UXP4,317,unreviewed,"[{""start"": 14, ""end"": 245}]"
A0A060UY17,329,unreviewed,"[{""start"": 3, ""end"": 230}]"
A0A060V0I2,304,unreviewed,"[{""start"": 19, ""end"": 219}]"
A0A060VRK4,331,unreviewed,"[{""start"": 7, ""end"": 169}]"
A0A060W897,319,unreviewed,"[{""start"": 3, ""end"": 242}]"
A0A060W8U2,380,unreviewed,"[{""start"": 59, ""end"": 266}]"
A0A060WIP0,377,unreviewed,"[{""start"": 60, ""end"": 296}]"
A0A060WRW0,303,unreviewed,"[{""start"": 3, ""end"": 34}]"
A0A060X5Z6,378,unreviewed,"[{""start"": 61, ""end"": 296}]"
A0A060XUP8,237,unreviewed,"[{""start"": 3, ""end"": 195}]"
A0A060Y0T0,253,unreviewed,"[{""start"": 58, ""end"": 233}]"
A0A060YBG4,177,unreviewed,"[{""start"": 12, ""end"": 173}]"
A0A060YFS3,320,unreviewed,"[{""start"": 10, ""end"": 243}]"
A0A060YG06,380,unreviewed,"[{""start"": 59, ""end"": 266}]"
A0A060ZD46,306,unreviewed,"[{""start"": 5, ""end"": 232}]"
A0A060ZEJ1,362,unreviewed,"[{""start"": 9, ""end"": 245}]"
A0A060ZEJ9,272,unreviewed,"[{""start"": 16, ""end"": 186}]"
A0A060ZHT9,328,unreviewed,"[{""start"": 3, ""end"": 250}]"
A0A060ZJD4,310,unreviewed,"[{""start"": 3, ""end"": 216}]"
A0A060ZKM1,307,unreviewed,"[{""start"": 6, ""end"": 226}]"
A0A060ZL24,346,unreviewed,"[{""start"": 2, ""end"": 212}]"
A0A060ZLV6,355,unreviewed,"[{""start"": 3, ""end"": 222}]"
A0A060ZMQ2,363,unreviewed,"[{""start"": 2, ""end"": 223}]"
A0A060ZMU8,314,unreviewed,"[{""start"": 4, ""end"": 217}]"
A0A060ZNY4,347,unreviewed,"[{""start"": 5, ""end"": 237}]"
A0A060ZP85,313,unreviewed,"[{""start"": 10, ""end"": 208}]"
A0A060ZPY3,296,unreviewed,"[{""start"": 6, ""end"": 192}]"
A0A060ZR29,355,unreviewed,"[{""start"": 3, ""end"": 134}, {""start"": 171, ""end"": 271}]"
A0A060ZS55,327,unreviewed,"[{""start"": 2, ""end"": 201}]"
A0A060ZUE6,303,unreviewed,"[{""start"": 3, ""end"": 213}]"
A0A060ZV21,315,unreviewed,"[{""start"": 2, ""end"": 245}]"
A0A060ZVW5,342,unreviewed,"[{""start"": 10, ""end"": 239}]"
A0A060ZXE2,269,unreviewed,"[{""start"": 7, ""end"": 167}]"
A0A060ZXP9,303,unreviewed,"[{""start"": 3, ""end"": 217}]"
A0A060ZXS7,296,unreviewed,"[{""start"": 3, ""end"": 215}]"
A0A061A0D7,341,unreviewed,"[{""start"": 3, ""end"": 236}]"
A0A061A103,294,unreviewed,"[{""start"": 3, ""end"": 73}]"
A0A061A3J9,352,unreviewed,"[{""start"": 22, ""end"": 262}]"
A0A061A592,194,unreviewed,"[{""start"": 25, ""end"": 116}]"
A0A061ACA6,338,unreviewed,"[{""start"": 3, ""end"": 209}]"
A0A061ADC9,301,unreviewed,"[{""start"": 3, ""end"": 224}]"
A0A061AEJ2,345,unreviewed,"[{""start"": 47, ""end"": 266}]"
A0A061AFY4,280,unreviewed,"[{""start"": 4, ""end"": 158}]"
A0A061AHL4,327,unreviewed,"[{""start"": 3, ""end"": 227}]"
A0A061AHP4,356,unreviewed,"[{""start"": 4, ""end"": 223}]"
A0A061AL78,342,unreviewed,"[{""start"": 5, ""end"": 258}]"
A0A061ALF9,333,unreviewed,"[{""start"": 8, ""end"": 242}]"
A0A061AML2,298,unreviewed,"[{""start"": 5, ""end"": 220}]"
A0A061AMT2,346,unreviewed,"[{""start"": 5, ""end"": 265}]"
A0A061AN56,351,unreviewed,"[{""start"": 6, ""end"": 205}]"
A0A061AUA6,380,unreviewed,"[{""start"": 8, ""end"": 273}]"
A0A061AVN3,305,unreviewed,"[{""start"": 5, ""end"": 220}]"
A0A061AZH8,309,unreviewed,"[{""start"": 3, ""end"": 62}]"
A0A061B706,363,unreviewed,"[{""start"": 22, ""end"": 285}]"
A0A061B9M1,372,unreviewed,"[{""start"": 55, ""end"": 211}]"
A0A061BDW1,347,unreviewed,"[{""start"": 6, ""end"": 264}]"
A0A061BIT3,340,unreviewed,"[{""start"": 10, ""end"": 259}]"
A0A061BMS3,349,unreviewed,"[{""start"": 10, ""end"": 259}]"
A0A061CV21,332,unreviewed,"[{""start"": 3, ""end"": 227}]"
A0A061DFN9,293,unreviewed,"[{""start"": 102, ""end"": 253}]"
A0A061DKK2,397,unreviewed,"[{""start"": 54, ""end"": 315}]"
A0A061DNC3,392,unreviewed,"[{""start"": 62, ""end"": 273}]"
A0A061DNN1,313,unreviewed,"[{""start"": 32, ""end"": 194}]"
A0A061DPF8,400,unreviewed,"[{""start"": 70, ""end"": 281}]"
A0A061DQU5,400,unreviewed,"[{""start"": 84, ""end"": 293}]"
A0A061DSJ8,342,unreviewed,"[{""start"": 7, ""end"": 256}]"
A0A061DSS7,336,unreviewed,"[{""start"": 7, ""end"": 255}]"
A0A061DTX5,589,unreviewed,"[{""start"": 11, ""end"": 166}, {""start"": 269, ""end"": 515}]"
A0A061DUL8,300,unreviewed,"[{""start"": 7, ""end"": 212}]"
A0A061DV20,328,unreviewed,"[{""start"": 8, ""end"": 254}]"
A0A061DV24,328,unreviewed,"[{""start"": 8, ""end"": 250}]"
A0A061DW58,326,unreviewed,"[{""start"": 9, ""end"": 245}]"
A0A061DX47,410,unreviewed,"[{""start"": 8, ""end"": 246}, {""start"": 321, ""end"": 372}]"
A0A061E1N0,357,unreviewed,"[{""start"": 8, ""end"": 150}, {""start"": 188, ""end"": 271}]"
A0A061E1V4,287,unreviewed,"[{""start"": 15, ""end"": 213}]"
A0A061E1X2,437,unreviewed,"[{""start"": 100, ""end"": 337}]"
A0A061E5I1,322,unreviewed,"[{""start"": 5, ""end"": 244}]"
A0A061E6F4,354,unreviewed,"[{""start"": 54, ""end"": 270}]"
A0A061EDB8,362,unreviewed,"[{""start"": 56, ""end"": 260}]"
A0A061EGL8,341,unreviewed,"[{""start"": 8, ""end"": 260}]"
A0A061EJZ1,453,unreviewed,"[{""start"": 107, ""end"": 341}]"
A0A061EYG1,324,unreviewed,"[{""start"": 8, ""end"": 243}]"
A0A061F2D5,426,unreviewed,"[{""start"": 80, ""end"": 319}]"
A0A061F3W4,379,unreviewed,"[{""start"": 56, ""end"": 273}]"
A0A061F6K4,324,unreviewed,"[{""start"": 8, ""end"": 243}]"
A0A061FAL7,317,unreviewed,"[{""start"": 6, ""end"": 243}]"
A0A061FC83,337,unreviewed,"[{""start"": 3, ""end"": 234}]"
A0A061FCN8,345,unreviewed,"[{""start"": 8, ""end"": 248}]"
A0A061FDN3,279,unreviewed,"[{""start"": 36, ""end"": 176}]"
A0A061FDR1,349,unreviewed,"[{""start"": 148, ""end"": 268}]"
A0A061FDS0,355,unreviewed,"[{""start"": 21, ""end"": 273}]"
A0A061FEX8,323,unreviewed,"[{""start"": 8, ""end"": 246}]"
A0A061FG42,319,unreviewed,"[{""start"": 8, ""end"": 245}]"
A0A061FHK0,221,unreviewed,"[{""start"": 4, ""end"": 147}]"
A0A061FMY1,213,unreviewed,"[{""start"": 49, ""end"": 139}]"
A0A061G5A7,300,unreviewed,"[{""start"": 16, ""end"": 178}]"
A0A061G5B1,309,unreviewed,"[{""start"": 2, ""end"": 206}]"
A0A061G5J2,431,unreviewed,"[{""start"": 94, ""end"": 331}]"
A0A061G5X3,551,unreviewed,"[{""start"": 108, ""end"": 362}]"
A0A061G9C7,336,unreviewed,"[{""start"": 13, ""end"": 245}]"
A0A061GAI5,339,unreviewed,"[{""start"": 14, ""end"": 255}]"
A0A061GG68,330,unreviewed,"[{""start"": 115, ""end"": 301}]"
A0A061GH94,264,unreviewed,"[{""start"": 14, ""end"": 254}]"
A0A061GL75,483,unreviewed,"[{""start"": 92, ""end"": 380}]"
A0A061GN39,336,unreviewed,"[{""start"": 12, ""end"": 258}]"
A0A061GPW1,433,unreviewed,"[{""start"": 95, ""end"": 329}]"
A0A061GQX0,298,unreviewed,"[{""start"": 13, ""end"": 205}]"
A0A061GSC1,325,unreviewed,"[{""start"": 9, ""end"": 246}]"
A0A061GTB1,323,unreviewed,"[{""start"": 9, ""end"": 243}]"
A0A061GTK1,288,unreviewed,"[{""start"": 9, ""end"": 246}]"
A0A061GU88,316,unreviewed,"[{""start"": 9, ""end"": 246}]"
A0A061GWN3,320,unreviewed,"[{""start"": 15, ""end"": 246}]"
A0A061GYJ3,323,unreviewed,"[{""start"": 8, ""end"": 242}]"
A0A061GZT7,451,unreviewed,"[{""start"": 82, ""end"": 352}]"
A0A061H1Z2,328,unreviewed,"[{""start"": 5, ""end"": 232}]"
A0A061H5J6,381,unreviewed,"[{""start"": 5, ""end"": 247}]"
A0A061H6C3,390,unreviewed,"[{""start"": 67, ""end"": 260}]"
A0A061H6G7,363,unreviewed,"[{""start"": 10, ""end"": 265}]"
A0A061H6P6,342,unreviewed,"[{""start"": 8, ""end"": 204}]"
A0A061HJN7,384,unreviewed,"[{""start"": 60, ""end"": 173}]"
A0A061HMR0,293,unreviewed,"[{""start"": 8, ""end"": 155}]"
A0A061HMR7,439,unreviewed,"[{""start"": 53, ""end"": 361}]"
A0A061HP35,289,unreviewed,"[{""start"": 7, ""end"": 84}]"
A0A061IMS3,294,unreviewed,"[{""start"": 3, ""end"": 208}]"
A0A061IWL2,336,unreviewed,"[{""start"": 62, ""end"": 204}]"
A0A061J075,478,unreviewed,"[{""start"": 116, ""end"": 333}]"
A0A061J086,316,unreviewed,"[{""start"": 6, ""end"": 232}]"
A0A061J0V6,383,unreviewed,"[{""start"": 3, ""end"": 290}]"
A0A061J1G1,316,unreviewed,"[{""start"": 13, ""end"": 172}]"
A0A061J9R4,332,unreviewed,"[{""start"": 16, ""end"": 253}]"
A0A061JBW6,325,unreviewed,"[{""start"": 10, ""end"": 248}]"
A0A061JI02,325,unreviewed,"[{""start"": 5, ""end"": 240}]"
A0A061JM00,315,unreviewed,"[{""start"": 1, ""end"": 220}]"
A0A061JM34,335,unreviewed,"[{""start"": 3, ""end"": 246}]"
A0A061JPH4,300,unreviewed,"[{""start"": 3, ""end"": 222}]"
A0A061JR46,309,unreviewed,"[{""start"": 6, ""end"": 242}]"
A0A061JTR4,286,unreviewed,"[{""start"": 7, ""end"": 132}]"
A0A061K302,304,unreviewed,"[{""start"": 5, ""end"": 198}]"
A0A061KMP6,338,unreviewed,"[{""start"": 3, ""end"": 233}]"
A0A061LEV4,331,unreviewed,"[{""start"": 5, ""end"": 222}]"
A0A061LUU7,298,unreviewed,"[{""start"": 5, ""end"": 216}]"
A0A061LWS1,338,unreviewed,"[{""start"": 23, ""end"": 141}]"
A0A061LY86,307,unreviewed,"[{""start"": 4, ""end"": 212}]"
A0A061M0S9,698,unreviewed,"[{""start"": 3, ""end"": 130}]"
A0A061M546,319,unreviewed,"[{""start"": 13, ""end"": 243}]"
A0A061N6B1,187,unreviewed,"[{""start"": 3, ""end"": 172}]"
A0A061N9I0,298,unreviewed,"[{""start"": 3, ""end"": 223}]"
A0A061N9T0,337,unreviewed,"[{""start"": 3, ""end"": 49}, {""start"": 136, ""end"": 222}]"
A0A061NEV4,272,unreviewed,"[{""start"": 11, ""end"": 239}]"
A0A061NGJ8,313,unreviewed,"[{""start"": 4, ""end"": 230}]"
A0A061NGV5,314,unreviewed,"[{""start"": 6, ""end"": 242}]"
A0A061NM94,308,unreviewed,"[{""start"": 3, ""end"": 231}]"
A0A061NMZ2,298,unreviewed,"[{""start"": 3, ""end"": 216}]"
A0A061NZ89,314,unreviewed,"[{""start"": 6, ""end"": 242}]"
A0A061NZA3,318,unreviewed,"[{""start"": 11, ""end"": 247}]"
A0A061P079,337,unreviewed,"[{""start"": 3, ""end"": 222}]"
A0A061P0K0,87,unreviewed,"[{""start"": 3, ""end"": 84}]"
A0A061P0P2,218,unreviewed,"[{""start"": 2, ""end"": 141}]"
A0A061P6M8,298,unreviewed,"[{""start"": 3, ""end"": 223}]"
A0A061PCT6,308,unreviewed,"[{""start"": 3, ""end"": 231}]"
A0A061PEX1,298,unreviewed,"[{""start"": 3, ""end"": 216}]"
A0A061PEZ0,313,unreviewed,"[{""start"": 4, ""end"": 230}]"
A0A061QAQ4,331,unreviewed,"[{""start"": 5, ""end"": 245}]"
A0A061QDU9,334,unreviewed,"[{""start"": 5, ""end"": 235}]"
A0A061QEC9,337,unreviewed,"[{""start"": 5, ""end"": 237}]"
A0A061QFI1,339,unreviewed,"[{""start"": 14, ""end"": 220}]"
A0A061QGT4,319,unreviewed,"[{""start"": 10, ""end"": 209}]"
A0A061QJ59,313,unreviewed,"[{""start"": 117, ""end"": 232}]"
A0A061QK47,355,unreviewed,"[{""start"": 3, ""end"": 260}]"
A0A061R0R6,381,unreviewed,"[{""start"": 32, ""end"": 265}]"
A0A061R127,483,unreviewed,"[{""start"": 89, ""end"": 377}]"
A0A061R5M2,343,unreviewed,"[{""start"": 5, ""end"": 241}]"
A0A061R8E1,343,unreviewed,"[{""start"": 5, ""end"": 243}]"
A0A061RCX3,290,unreviewed,"[{""start"": 6, ""end"": 199}]"
A0A061RD08,410,unreviewed,"[{""start"": 85, ""end"": 304}]"
A0A061REF8,336,unreviewed,"[{""start"": 6, ""end"": 247}]"
A0A061RHA7,194,unreviewed,"[{""start"": 2, ""end"": 101}]"
A0A061RK23,334,unreviewed,"[{""start"": 89, ""end"": 255}]"
A0A061RPJ6,439,unreviewed,"[{""start"": 114, ""end"": 317}]"
A0A061RR70,369,unreviewed,"[{""start"": 44, ""end"": 263}]"
A0A061S2R9,447,unreviewed,"[{""start"": 122, ""end"": 325}]"
A0A061S8U2,268,unreviewed,"[{""start"": 11, ""end"": 261}]"
A0A061S9U6,386,unreviewed,"[{""start"": 45, ""end"": 307}]"
A0A061SDP3,248,unreviewed,"[{""start"": 78, ""end"": 244}]"
A0A061SPR8,310,unreviewed,"[{""start"": 4, ""end"": 225}]"
A0A061SR27,280,unreviewed,"[{""start"": 6, ""end"": 164}]"
A0A061SRD4,321,unreviewed,"[{""start"": 4, ""end"": 227}]"
A0A061SSD9,296,unreviewed,"[{""start"": 18, ""end"": 176}]"
A0A061SUV4,301,unreviewed,"[{""start"": 3, ""end"": 193}]"
A0A061SVV9,328,unreviewed,"[{""start"": 5, ""end"": 212}]"
A0A061SVW8,327,unreviewed,"[{""start"": 4, ""end"": 252}]"
A0A061SW97,278,unreviewed,"[{""start"": 5, ""end"": 162}]"
A0A061SWU6,333,unreviewed,"[{""start"": 4, ""end"": 235}]"
A0A062BU77,303,unreviewed,"[{""start"": 7, ""end"": 225}]"
A0A062BW52,335,unreviewed,"[{""start"": 2, ""end"": 249}]"
A0A062BZ14,339,unreviewed,"[{""start"": 4, ""end"": 263}]"
A0A062BZP5,269,unreviewed,"[{""start"": 13, ""end"": 157}]"
A0A062GTA8,621,unreviewed,"[{""start"": 17, ""end"": 223}]"
A0A062GTL6,271,unreviewed,"[{""start"": 13, ""end"": 195}]"
A0A062GX90,335,unreviewed,"[{""start"": 2, ""end"": 260}]"
A0A062H1D0,301,unreviewed,"[{""start"": 5, ""end"": 220}]"
A0A062I8Z9,579,unreviewed,"[{""start"": 3, ""end"": 195}]"
A0A062IG43,338,unreviewed,"[{""start"": 4, ""end"": 263}]"
A0A062IKD4,335,unreviewed,"[{""start"": 2, ""end"": 250}]"
A0A062INI0,271,unreviewed,"[{""start"": 13, ""end"": 164}]"
A0A062ISZ1,301,unreviewed,"[{""start"": 5, ""end"": 220}]"
A0A062TY61,334,unreviewed,"[{""start"": 3, ""end"": 235}]"
A0A062TZ93,337,unreviewed,"[{""start"": 9, ""end"": 223}]"
A0A062U4Q3,334,unreviewed,"[{""start"": 3, ""end"": 235}]"
A0A062U5D8,369,unreviewed,"[{""start"": 32, ""end"": 283}]"
A0A062U8U9,334,unreviewed,"[{""start"": 6, ""end"": 220}]"
A0A062UBX2,325,unreviewed,"[{""start"": 8, ""end"": 247}]"
A0A062UCI5,334,unreviewed,"[{""start"": 3, ""end"": 238}]"
A0A062UG79,338,unreviewed,"[{""start"": 14, ""end"": 250}]"
A0A062UIG9,315,unreviewed,"[{""start"": 6, ""end"": 237}]"
A0A062UJI6,329,unreviewed,"[{""start"": 6, ""end"": 215}]"
A0A062UM56,331,unreviewed,"[{""start"": 7, ""end"": 223}]"
A0A062UM74,326,unreviewed,"[{""start"": 4, ""end"": 173}]"
A0A062UN42,312,unreviewed,"[{""start"": 9, ""end"": 239}]"
A0A062UN44,340,unreviewed,"[{""start"": 4, ""end"": 243}]"
A0A062UU16,354,unreviewed,"[{""start"": 5, ""end"": 272}]"
A0A062V4N3,308,unreviewed,"[{""start"": 4, ""end"": 238}]"
A0A062V552,354,unreviewed,"[{""start"": 4, ""end"": 278}]"
A0A062V6H8,58,unreviewed,"[{""start"": 6, ""end"": 37}]"
A0A062V6I4,32,unreviewed,"[{""start"": 6, ""end"": 27}]"
A0A062V8T6,321,unreviewed,"[{""start"": 18, ""end"": 252}]"
A0A062V9Y7,305,unreviewed,"[{""start"": 3, ""end"": 236}]"
A0A062V9Z6,322,unreviewed,"[{""start"": 4, ""end"": 223}]"
A0A062VA32,319,unreviewed,"[{""start"": 5, ""end"": 240}]"
A0A062VAD8,328,unreviewed,"[{""start"": 3, ""end"": 225}]"
A0A062VD74,328,unreviewed,"[{""start"": 1, ""end"": 246}]"
A0A062VER2,330,unreviewed,"[{""start"": 7, ""end"": 216}]"
A0A062VFA5,327,unreviewed,"[{""start"": 11, ""end"": 241}]"
A0A062VH62,340,unreviewed,"[{""start"": 4, ""end"": 250}]"
A0A062VIJ1,334,unreviewed,"[{""start"": 3, ""end"": 235}]"
A0A062VK39,329,unreviewed,"[{""start"": 7, ""end"": 215}]"
A0A062VKJ5,324,unreviewed,"[{""start"": 4, ""end"": 254}]"
A0A062VMN7,318,unreviewed,"[{""start"": 7, ""end"": 170}]"
A0A062VQI2,312,unreviewed,"[{""start"": 3, ""end"": 236}]"
A0A062VTS7,321,unreviewed,"[{""start"": 6, ""end"": 121}]"
A0A062VWT1,378,unreviewed,"[{""start"": 5, ""end"": 146}, {""start"": 175, ""end"": 286}]"
A0A062VX18,284,unreviewed,"[{""start"": 3, ""end"": 219}]"
A0A062WTC4,360,unreviewed,"[{""start"": 5, ""end"": 240}]"
A0A062WUA7,327,unreviewed,"[{""start"": 5, ""end"": 226}]"
A0A062WV62,365,unreviewed,"[{""start"": 13, ""end"": 251}]"
A0A062WVE3,252,unreviewed,"[{""start"": 4, ""end"": 159}]"
A0A062WVP8,359,unreviewed,"[{""start"": 3, ""end"": 229}]"
A0A062WVY1,352,unreviewed,"[{""start"": 4, ""end"": 222}]"
A0A062WXC0,431,unreviewed,"[{""start"": 5, ""end"": 250}]"
A0A062WY49,334,unreviewed,"[{""start"": 3, ""end"": 245}]"
A0A062WYU0,285,unreviewed,"[{""start"": 11, ""end"": 151}]"
A0A062WYU1,316,unreviewed,"[{""start"": 4, ""end"": 238}]"
A0A062X054,347,unreviewed,"[{""start"": 3, ""end"": 131}, {""start"": 167, ""end"": 277}]"
A0A062X2N8,401,unreviewed,"[{""start"": 61, ""end"": 287}]"
A0A062X2U4,346,unreviewed,"[{""start"": 3, ""end"": 235}]"
A0A062X502,355,unreviewed,"[{""start"": 10, ""end"": 268}]"
A0A062X612,347,unreviewed,"[{""start"": 4, ""end"": 226}]"
A0A062X788,342,unreviewed,"[{""start"": 3, ""end"": 236}]"
A0A062XLR6,315,unreviewed,"[{""start"": 7, ""end"": 240}]"
A0A062XNG0,317,unreviewed,"[{""start"": 9, ""end"": 240}]"
A0A062XPF3,321,unreviewed,"[{""start"": 29, ""end"": 231}]"
A0A062XQ59,347,unreviewed,"[{""start"": 3, ""end"": 226}]"
A0A062XWL1,352,unreviewed,"[{""start"": 31, ""end"": 245}]"
A0A062XX66,313,unreviewed,"[{""start"": 7, ""end"": 238}]"
A0A062Y0E1,311,unreviewed,"[{""start"": 7, ""end"": 238}]"
A0A063B4B9,351,unreviewed,"[{""start"": 6, ""end"": 253}]"
A0A063B504,298,unreviewed,"[{""start"": 3, ""end"": 225}]"
A0A063BA30,335,unreviewed,"[{""start"": 9, ""end"": 236}]"
A0A063BC39,330,unreviewed,"[{""start"": 3, ""end"": 241}]"
A0A063BFR3,319,unreviewed,"[{""start"": 8, ""end"": 218}]"
A0A063BG07,342,unreviewed,"[{""start"": 12, ""end"": 253}]"
A0A063BGU3,311,unreviewed,"[{""start"": 3, ""end"": 212}]"
A0A063BL55,325,unreviewed,"[{""start"": 7, ""end"": 234}]"
A0A063BL92,335,unreviewed,"[{""start"": 6, ""end"": 190}]"
A0A063BU83,376,unreviewed,"[{""start"": 8, ""end"": 240}]"
A0A063C1K0,342,unreviewed,"[{""start"": 10, ""end"": 202}]"
A0A063CFZ7,330,unreviewed,"[{""start"": 4, ""end"": 253}]"
A0A063XYM2,347,unreviewed,"[{""start"": 14, ""end"": 272}]"
A0A063Y0F2,289,unreviewed,"[{""start"": 3, ""end"": 213}]"
A0A063Y2F5,673,unreviewed,"[{""start"": 364, ""end"": 596}]"
A0A063Y353,325,unreviewed,"[{""start"": 4, ""end"": 240}]"
A0A063Y7P6,320,unreviewed,"[{""start"": 5, ""end"": 227}]"
A0A063Y9X9,321,unreviewed,"[{""start"": 6, ""end"": 227}]"
A0A063YK67,371,unreviewed,"[{""start"": 4, ""end"": 190}]"
A0A063YRL5,314,unreviewed,"[{""start"": 3, ""end"": 243}]"
A0A063YT48,328,unreviewed,"[{""start"": 2, ""end"": 250}]"
A0A063YVN6,227,unreviewed,"[{""start"": 15, ""end"": 124}]"
A0A063YVX8,323,unreviewed,"[{""start"": 3, ""end"": 242}]"
A0A063YYN8,305,unreviewed,"[{""start"": 3, ""end"": 212}]"
A0A063ZAC9,309,unreviewed,"[{""start"": 4, ""end"": 238}]"
A0A063ZCK9,309,unreviewed,"[{""start"": 4, ""end"": 238}]"
A0A063ZCQ6,377,unreviewed,"[{""start"": 9, ""end"": 135}, {""start"": 177, ""end"": 284}]"
A0A063ZIK1,311,unreviewed,"[{""start"": 4, ""end"": 239}]"
A0A063ZKW5,327,unreviewed,"[{""start"": 3, ""end"": 246}]"
